:START_ID|Source|:END_ID|Status|Phenotype_Mapping_Method|:TYPE
MIM:613792p|OMIM|MIM:613792||Contiguous gene deletion or duplication syndrome. Multiple genes are deleted or duplicated.|caused_by_gene
MIM:278780|OMIM|MIM:133530||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:130050|OMIM|MIM:120180||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:301220|OMIM|MIM:312040||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:166900|OMIM|MIM:109270||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618324|OMIM|MIM:608675||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614494p|OMIM|MIM:614494||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:609400p|OMIM|MIM:609400|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:600105|OMIM|MIM:604210||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617964|OMIM|MIM:613413||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611521|OMIM|MIM:176941||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:153400|OMIM|MIM:602402||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614286|OMIM|MIM:605590|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609027|OMIM|MIM:107269|Non-disease. Genetic variation leading to abnormal lab test values.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617443|OMIM|MIM:193067||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:262400|OMIM|MIM:139250||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619356|OMIM|MIM:600153||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617981|OMIM|MIM:141850||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614817|OMIM|MIM:613534||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:114500|OMIM|MIM:164730|Mutation contributing to susceptibility to multifactorial disorders or infection. Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:610927|OMIM|MIM:120650|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:608068|OMIM|MIM:608107||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:110700|OMIM|MIM:613665|Non-disease. Genetic variation leading to abnormal lab test values.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614830|OMIM|MIM:614828||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:255800|OMIM|MIM:142461||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607785|OMIM|MIM:605370||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:130000|OMIM|MIM:120215||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:600757p|OMIM|MIM:600757||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:611096p|OMIM|MIM:611096||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:616756|OMIM|MIM:610876||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618196|OMIM|MIM:600011||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:600151|OMIM|MIM:608845||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:145350|OMIM|MIM:186854||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:154400|OMIM|MIM:605593||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:250850|OMIM|MIM:610550||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:114290|OMIM|MIM:608160||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:188050|OMIM|MIM:607093|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:252605|OMIM|MIM:607838||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613672|OMIM|MIM:613669|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614937|OMIM|MIM:605235|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612863p|OMIM|MIM:612863||Contiguous gene deletion or duplication syndrome. Multiple genes are deleted or duplicated.|caused_by_gene
MIM:162300|OMIM|MIM:164761||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:137800|OMIM|MIM:147700||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:123400|OMIM|MIM:604305|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612237|OMIM|MIM:600542||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612596p|OMIM|MIM:612596|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:614623p|OMIM|MIM:614623||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:140400p|OMIM|MIM:140400||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:619445|OMIM|MIM:600876||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:312700|OMIM|MIM:300839||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:255120|OMIM|MIM:600528||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:606070|OMIM|MIM:164015||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:610475|OMIM|MIM:604961||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611960|OMIM|MIM:601525|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:606762|OMIM|MIM:138130||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607864|OMIM|MIM:603816|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618240|OMIM|MIM:612911||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609320p|OMIM|MIM:609320|Non-disease. Genetic variation leading to abnormal lab test values.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:614035|OMIM|MIM:605608||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:167400|OMIM|MIM:603415||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611938|OMIM|MIM:114251||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618709|OMIM|MIM:606582||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616421|OMIM|MIM:137165||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:217085|OMIM|MIM:613580||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:605027|OMIM|MIM:603517|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619491|OMIM|MIM:176801|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613955|OMIM|MIM:609510|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612347|OMIM|MIM:176261||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:263300|OMIM|MIM:147796||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:254090|OMIM|MIM:120250||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616954|OMIM|MIM:611140||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618548|OMIM|MIM:605754||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:168500|OMIM|MIM:123101||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614565|OMIM|MIM:614515||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609812|OMIM|MIM:114840||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617493|OMIM|MIM:139311||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619351|OMIM|MIM:160745||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617601|OMIM|MIM:607357||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:146450p|OMIM|MIM:146450||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:202370|OMIM|MIM:600414||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613806p|OMIM|MIM:613806||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:242840|OMIM|MIM:615068||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617296|OMIM|MIM:615759||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614042|OMIM|MIM:102620||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:610753p|OMIM|MIM:610753||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:611818|OMIM|MIM:601253||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616535|OMIM|MIM:603924|Mutation contributing to susceptibility to multifactorial disorders or infection. Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300009|OMIM|MIM:300008||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619290|OMIM|MIM:138033||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:251230|OMIM|MIM:611428||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613950|OMIM|MIM:606230|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:114480|OMIM|MIM:606837|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618233|OMIM|MIM:609653||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:181400|OMIM|MIM:125660||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615059|OMIM|MIM:128260||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617056|OMIM|MIM:609213||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617478|OMIM|MIM:617449||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:266600|OMIM|MIM:605956|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:610295p|OMIM|MIM:610295|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:203650|OMIM|MIM:138680|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618806|OMIM|MIM:600838||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:118450|OMIM|MIM:601920||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618374|OMIM|MIM:601725||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612367p|OMIM|MIM:612367|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:614104|OMIM|MIM:600855||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619092|OMIM|MIM:108410||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:254450|OMIM|MIM:147796||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618878|OMIM|MIM:613635|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:603233|OMIM|MIM:603666||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619431|OMIM|MIM:102545||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601552|OMIM|MIM:600582||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613705|OMIM|MIM:601912|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618970|OMIM|MIM:606630||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:608908|OMIM|MIM:604272||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:610374|OMIM|MIM:600509||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615285|OMIM|MIM:610035||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619127|OMIM|MIM:608555||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614470|OMIM|MIM:190070||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:605728p|OMIM|MIM:605728||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:140000|OMIM|MIM:142959||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615896|OMIM|MIM:608245|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615554|OMIM|MIM:176761||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:605231|OMIM|MIM:604896||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617403|OMIM|MIM:607027||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:135300|OMIM|MIM:182530|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:267750|OMIM|MIM:120328||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618935|OMIM|MIM:618334||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300228p|OMIM|MIM:300228||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:162091|OMIM|MIM:607379||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:138500|OMIM|MIM:605616||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:212840|OMIM|MIM:609948||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616389|OMIM|MIM:139330||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300591p|OMIM|MIM:300591|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:614346p|OMIM|MIM:614346||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:614736|OMIM|MIM:607878||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613706|OMIM|MIM:164757||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611783|OMIM|MIM:603349||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613652|OMIM|MIM:120570||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:602477p|OMIM|MIM:602477||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:144250|OMIM|MIM:609708||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:157700p|OMIM|MIM:157700||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:157300|OMIM|MIM:133430|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:610967|OMIM|MIM:614757||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:610947|OMIM|MIM:603507|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:603902|OMIM|MIM:141900||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613065|OMIM|MIM:187040||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619441|OMIM|MIM:607024|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:176960p|OMIM|MIM:176960||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609903p|OMIM|MIM:609903|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:617222|OMIM|MIM:609988||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611174|OMIM|MIM:606195||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:606764|OMIM|MIM:185470||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609135|OMIM|MIM:607444|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617821|OMIM|MIM:120160||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:174200|OMIM|MIM:165240||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:231050|OMIM|MIM:612277||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619377|OMIM|MIM:611219||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609790p|OMIM|MIM:609790||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:615162p|OMIM|MIM:615162||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:612950p|OMIM|MIM:612950|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:311900|OMIM|MIM:300080||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615024|OMIM|MIM:612121||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:142335p|OMIM|MIM:142335|Non-disease. Genetic variation leading to abnormal lab test values.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:248600|OMIM|MIM:608348||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:238970|OMIM|MIM:603861||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618086|OMIM|MIM:609644||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613838|OMIM|MIM:605602||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614519|OMIM|MIM:120090|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619665|OMIM|MIM:615384||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619243|OMIM|MIM:610740||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:273300|OMIM|MIM:164920||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:602579|OMIM|MIM:154550||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:608782|OMIM|MIM:605993||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616457|OMIM|MIM:114010||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607341|OMIM|MIM:191092|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:608371p|OMIM|MIM:608371||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:616220|OMIM|MIM:609720||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:610003|OMIM|MIM:607837||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:267430|OMIM|MIM:106165||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615297|OMIM|MIM:614789||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:193670|OMIM|MIM:162643||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:212350|OMIM|MIM:610345||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601665|OMIM|MIM:605353|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:218800|OMIM|MIM:191740||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:277900|OMIM|MIM:606882||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:604559|OMIM|MIM:606936||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300518p|OMIM|MIM:300518||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:615866|OMIM|MIM:600898||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:256850|OMIM|MIM:605379||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618677|OMIM|MIM:612034||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:231680|OMIM|MIM:608053||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:258860|OMIM|MIM:613847||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:265050|OMIM|MIM:612502||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614294p|OMIM|MIM:614294||Contiguous gene deletion or duplication syndrome. Multiple genes are deleted or duplicated.|caused_by_gene
MIM:618618|OMIM|MIM:611894||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615629|OMIM|MIM:187380||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616479|OMIM|MIM:604123||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612073|OMIM|MIM:603921||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618793|OMIM|MIM:602887||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609310|OMIM|MIM:120436||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613688|OMIM|MIM:603313|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:606963|OMIM|MIM:120353||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:608266|OMIM|MIM:607393||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613656|OMIM|MIM:613655|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:106260|OMIM|MIM:603273||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615523|OMIM|MIM:615496||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:606353|OMIM|MIM:606352||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:125800|OMIM|MIM:107777||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:219200|OMIM|MIM:611716||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613616|OMIM|MIM:613597||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611490|OMIM|MIM:602727||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615513|OMIM|MIM:602839||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611630p|OMIM|MIM:611630||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:300047p|OMIM|MIM:300047||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:616022|OMIM|MIM:616012||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:163800|OMIM|MIM:605206||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:131800|OMIM|MIM:147557||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615342|OMIM|MIM:603295||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:268220|OMIM|MIM:136533||Disorder has known molecular basis. Mutation found.|caused_by_gene
